time,day,month,year,hour,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³),aerosol_optical_depth (),dust (μg/m³),uv_index (),uv_index_clear_sky ()
2026-08-05 07:00:00,5,8,2026,7,4.1,3.7,184.0,2.8,1.8,51.0,0.11,0.0,0.75,1.2
2026-08-05 08:00:00,5,8,2026,8,4.2,3.9,181.0,2.6,1.8,55.0,0.11,0.0,1.85,3.5
2026-08-05 09:00:00,5,8,2026,9,4.4,4.1,172.0,2.3,1.8,61.0,0.11,0.0,3.55,6.8
2026-08-05 10:00:00,5,8,2026,10,5.0,4.7,171.0,2.1,1.8,66.0,0.13,0.0,2.55,10.1
2026-08-05 11:00:00,5,8,2026,11,6.1,5.7,187.0,2.0,1.8,71.0,0.16,0.0,2.4,12.25
2026-08-05 12:00:00,5,8,2026,12,8.6,7.9,212.0,1.9,1.9,75.0,0.17,1.0,3.75,12.5
2026-08-05 13:00:00,5,8,2026,13,10.7,10.0,229.0,2.0,2.0,77.0,0.2,1.0,3.7,10.85
2026-08-05 14:00:00,5,8,2026,14,12.5,11.8,223.0,2.3,2.1,76.0,0.21,1.0,2.75,7.9
2026-08-05 15:00:00,5,8,2026,15,13.6,13.0,211.0,2.7,2.2,74.0,0.2,0.0,1.55,4.55
2026-08-05 16:00:00,5,8,2026,16,14.5,13.8,223.0,3.2,2.3,71.0,0.18,0.0,0.55,1.9
2026-08-05 17:00:00,5,8,2026,17,14.8,14.0,295.0,3.7,2.6,67.0,0.17,0.0,0.15,0.4
2026-08-05 18:00:00,5,8,2026,18,14.5,13.7,392.0,4.3,2.9,62.0,0.16,0.0,0.0,0.0
2026-08-05 19:00:00,5,8,2026,19,18.2,16.8,443.0,4.1,2.7,55.0,0.31,1.0,0.0,0.0
2026-08-05 20:00:00,5,8,2026,20,23.7,21.2,406.0,3.8,2.7,55.0,0.35,1.0,0.0,0.0
2026-08-05 21:00:00,5,8,2026,21,20.0,18.2,324.0,3.4,2.7,55.0,0.36,1.0,0.0,0.0
2026-08-05 22:00:00,5,8,2026,22,18.2,16.8,254.0,3.0,2.6,57.0,0.37,1.0,0.0,0.0
2026-08-05 23:00:00,5,8,2026,23,14.7,13.9,217.0,2.7,2.5,63.0,0.31,1.0,0.0,0.0
2026-08-06 00:00:00,6,8,2026,0,10.2,9.8,192.0,2.5,2.4,71.0,0.25,0.0,0.0,0.0
2026-08-06 01:00:00,6,8,2026,1,6.7,6.5,179.0,2.3,2.3,77.0,0.24,0.0,0.0,0.0
2026-08-06 02:00:00,6,8,2026,2,5.8,5.7,180.0,2.3,2.3,81.0,0.24,0.0,0.0,0.0
2026-08-06 03:00:00,6,8,2026,3,6.6,6.4,192.0,2.3,2.4,84.0,0.24,0.0,0.0,0.0
2026-08-06 04:00:00,6,8,2026,4,7.3,7.1,204.0,2.4,2.6,85.0,0.24,0.0,0.0,0.0
2026-08-06 05:00:00,6,8,2026,5,7.9,7.7,212.0,2.6,2.9,83.0,0.23,0.0,0.0,0.0
2026-08-06 06:00:00,6,8,2026,6,8.8,8.5,220.0,2.9,3.3,78.0,0.21,0.0,0.1,0.15
2026-08-06 07:00:00,6,8,2026,7,3.3,3.3,222.0,3.4,3.2,72.0,0.13,0.0,0.85,1.2
2026-08-06 08:00:00,6,8,2026,8,3.2,3.2,211.0,2.9,3.2,77.0,0.13,0.0,2.45,3.5
2026-08-06 09:00:00,6,8,2026,9,3.3,3.2,195.0,2.2,3.1,83.0,0.13,0.0,4.8,6.85
2026-08-06 10:00:00,6,8,2026,10,3.6,3.5,187.0,1.7,3.0,88.0,0.11,0.0,8.65,10.2
2026-08-06 11:00:00,6,8,2026,11,4.3,4.0,195.0,1.4,2.6,88.0,0.12,0.0,10.95,12.45
2026-08-06 12:00:00,6,8,2026,12,5.0,4.6,213.0,1.3,2.1,86.0,0.12,0.0,10.5,12.8
2026-08-06 13:00:00,6,8,2026,13,5.5,5.1,229.0,1.6,1.8,85.0,0.13,0.0,8.5,11.2
2026-08-06 14:00:00,6,8,2026,14,6.3,5.8,244.0,2.4,1.9,86.0,0.12,0.0,6.6,8.15
2026-08-06 15:00:00,6,8,2026,15,7.1,6.6,259.0,3.5,2.2,87.0,0.12,0.0,4.15,4.7
2026-08-06 16:00:00,6,8,2026,16,9.2,8.6,266.0,4.9,2.5,90.0,0.13,0.0,1.7,1.9
2026-08-06 17:00:00,6,8,2026,17,14.2,12.3,264.0,6.9,2.9,99.0,0.13,0.0,0.35,0.4
2026-08-06 18:00:00,6,8,2026,18,17.2,14.5,254.0,9.0,3.3,109.0,0.13,0.0,0.0,0.0
2026-08-06 19:00:00,6,8,2026,19,10.3,8.8,240.0,4.0,2.0,51.0,0.16,1.0,0.0,0.0
2026-08-06 20:00:00,6,8,2026,20,8.5,7.1,218.0,3.8,2.0,50.0,0.14,1.0,0.0,0.0
2026-08-06 21:00:00,6,8,2026,21,6.9,5.8,192.0,3.5,2.0,49.0,0.12,1.0,0.0,0.0
2026-08-06 22:00:00,6,8,2026,22,5.6,4.8,172.0,3.2,2.0,48.0,0.11,1.0,0.0,0.0
2026-08-06 23:00:00,6,8,2026,23,4.9,4.2,163.0,3.1,2.0,49.0,0.11,1.0,0.0,0.0
2026-08-07 00:00:00,7,8,2026,0,4.4,3.8,161.0,3.0,2.0,50.0,0.11,1.0,0.0,0.0
2026-08-07 01:00:00,7,8,2026,1,4.2,3.7,157.0,2.8,2.0,51.0,0.11,1.0,0.0,0.0
2026-08-07 02:00:00,7,8,2026,2,3.3,2.9,147.0,2.5,1.8,50.0,0.11,1.0,0.0,0.0
2026-08-07 03:00:00,7,8,2026,3,2.5,2.2,136.0,2.1,1.5,49.0,0.1,1.0,0.0,0.0
2026-08-07 04:00:00,7,8,2026,4,3.2,2.5,132.0,1.9,1.4,48.0,0.11,1.0,0.0,0.0
2026-08-07 05:00:00,7,8,2026,5,5.1,3.6,143.0,2.0,1.5,47.0,0.13,2.0,0.0,0.0
2026-08-07 06:00:00,7,8,2026,6,7.2,4.8,162.0,2.3,1.8,46.0,0.14,3.0,0.15,0.15
2026-08-07 07:00:00,7,8,2026,7,8.3,5.8,172.0,2.6,1.9,45.0,0.17,3.0,0.55,1.15
2026-08-07 08:00:00,7,8,2026,8,9.8,6.6,166.0,2.4,2.1,50.0,0.15,3.0,1.45,3.45
2026-08-07 09:00:00,7,8,2026,9,11.1,7.4,152.0,2.2,2.3,58.0,0.15,4.0,2.2,6.8
2026-08-07 10:00:00,7,8,2026,10,10.8,7.6,141.0,2.0,2.4,64.0,0.14,4.0,4.8,10.2
2026-08-07 11:00:00,7,8,2026,11,7.9,6.0,138.0,1.8,2.1,69.0,0.11,3.0,7.55,12.6
2026-08-07 12:00:00,7,8,2026,12,5.6,4.5,139.0,1.6,1.7,74.0,0.1,2.0,8.8,13.05
2026-08-07 13:00:00,7,8,2026,13,4.7,4.1,140.0,1.5,1.4,75.0,0.11,1.0,5.45,11.35
2026-08-07 14:00:00,7,8,2026,14,4.5,3.8,141.0,1.6,1.4,72.0,0.1,1.0,2.5,8.25
2026-08-07 15:00:00,7,8,2026,15,4.6,3.9,143.0,1.8,1.5,65.0,0.11,1.0,1.55,4.75
2026-08-07 16:00:00,7,8,2026,16,4.8,4.0,147.0,2.2,1.6,60.0,0.11,1.0,1.0,1.95
2026-08-07 17:00:00,7,8,2026,17,5.2,4.4,156.0,2.9,1.8,56.0,0.11,1.0,0.2,0.4
2026-08-07 18:00:00,7,8,2026,18,5.5,4.8,168.0,3.7,2.1,54.0,0.12,1.0,0.0,0.0
2026-08-07 19:00:00,7,8,2026,19,6.7,5.5,178.0,3.9,2.4,55.0,0.13,1.0,0.0,0.0
2026-08-07 20:00:00,7,8,2026,20,7.1,5.8,185.0,3.6,2.3,55.0,0.12,1.0,0.0,0.0
2026-08-07 21:00:00,7,8,2026,21,7.1,5.9,191.0,3.3,2.3,54.0,0.13,1.0,0.0,0.0
2026-08-07 22:00:00,7,8,2026,22,6.9,5.9,192.0,3.0,2.2,55.0,0.13,1.0,0.0,0.0
2026-08-07 23:00:00,7,8,2026,23,6.6,5.7,185.0,2.8,2.1,57.0,0.13,1.0,0.0,0.0
2026-08-08 00:00:00,8,8,2026,0,6.4,5.5,173.0,2.7,2.1,60.0,0.14,1.0,0.0,0.0
2026-08-08 01:00:00,8,8,2026,1,6.5,5.6,165.0,2.6,2.1,62.0,0.15,1.0,0.0,0.0
2026-08-08 02:00:00,8,8,2026,2,7.8,6.5,162.0,2.5,2.2,63.0,0.15,1.0,0.0,0.0
2026-08-08 03:00:00,8,8,2026,3,9.0,7.4,161.0,2.5,2.4,64.0,0.16,1.0,0.0,0.0
2026-08-08 04:00:00,8,8,2026,4,9.1,7.5,167.0,2.6,2.6,64.0,0.15,1.0,0.0,0.0
2026-08-08 05:00:00,8,8,2026,5,8.7,7.2,185.0,2.9,3.0,62.0,0.13,1.0,0.0,0.0
2026-08-08 06:00:00,8,8,2026,6,8.6,7.1,208.0,3.4,3.4,58.0,0.13,1.0,0.1,0.15
2026-08-08 07:00:00,8,8,2026,7,8.8,7.4,220.0,3.2,3.9,59.0,0.16,1.0,0.9,1.15
2026-08-08 08:00:00,8,8,2026,8,9.8,7.8,209.0,2.8,3.6,61.0,0.16,1.0,1.85,3.35
2026-08-08 09:00:00,8,8,2026,9,9.5,7.3,185.0,2.3,3.2,64.0,0.15,1.0,3.5,6.55
2026-08-08 10:00:00,8,8,2026,10,7.8,6.0,167.0,1.9,2.8,66.0,0.12,1.0,3.5,9.9
2026-08-08 11:00:00,8,8,2026,11,6.7,5.2,161.0,1.7,2.5,68.0,0.11,1.0,3.45,12.15
2026-08-08 12:00:00,8,8,2026,12,6.0,4.6,160.0,1.6,2.1,70.0,0.11,1.0,4.9,12.6
2026-08-08 13:00:00,8,8,2026,13,6.0,4.7,158.0,1.6,1.9,70.0,0.11,1.0,4.85,11.0
2026-08-08 14:00:00,8,8,2026,14,5.7,4.5,153.0,1.7,1.7,69.0,0.11,1.0,3.55,8.0
2026-08-08 15:00:00,8,8,2026,15,5.6,4.5,149.0,1.9,1.6,67.0,0.1,1.0,2.5,4.6
2026-08-08 16:00:00,8,8,2026,16,5.5,4.5,147.0,2.1,1.6,64.0,0.1,1.0,0.9,1.85
2026-08-08 17:00:00,8,8,2026,17,5.7,4.7,151.0,2.4,1.6,59.0,0.11,1.0,0.15,0.4
2026-08-08 18:00:00,8,8,2026,18,5.5,4.7,158.0,2.7,1.6,53.0,0.12,1.0,0.0,0.0
2026-08-08 19:00:00,8,8,2026,19,6.9,5.8,163.0,3.0,1.8,49.0,0.14,1.0,0.0,0.0
2026-08-08 20:00:00,8,8,2026,20,6.4,5.4,166.0,3.0,1.9,49.0,0.15,1.0,0.0,0.0
2026-08-08 21:00:00,8,8,2026,21,5.8,5.0,168.0,3.0,2.0,48.0,0.14,1.0,0.0,0.0
2026-08-08 22:00:00,8,8,2026,22,5.0,4.5,166.0,2.9,2.0,48.0,0.13,1.0,0.0,0.0
2026-08-08 23:00:00,8,8,2026,23,4.6,4.1,156.0,2.7,1.8,48.0,0.11,1.0,0.0,0.0
2026-08-09 00:00:00,9,8,2026,0,3.7,3.3,143.0,2.5,1.6,49.0,0.11,0.0,0.0,0.0
2026-08-09 01:00:00,9,8,2026,1,3.0,2.7,132.0,2.3,1.4,49.0,0.1,0.0,0.0,0.0
2026-08-09 02:00:00,9,8,2026,2,2.6,2.3,126.0,2.1,1.3,49.0,0.09,0.0,0.0,0.0
2026-08-09 03:00:00,9,8,2026,3,2.2,1.9,124.0,2.0,1.3,49.0,0.08,0.0,0.0,0.0
2026-08-09 04:00:00,9,8,2026,4,1.9,1.7,126.0,2.0,1.3,49.0,0.09,0.0,0.0,0.0
2026-08-09 05:00:00,9,8,2026,5,1.9,1.7,136.0,2.2,1.3,48.0,0.09,0.0,0.0,0.0
2026-08-09 06:00:00,9,8,2026,6,2.1,1.9,151.0,2.4,1.4,46.0,0.1,0.0,0.05,0.15
2026-08-09 07:00:00,9,8,2026,7,6.7,5.1,160.0,2.5,1.5,47.0,0.09,1.0,0.4,1.15
2026-08-09 08:00:00,9,8,2026,8,5.5,4.4,158.0,2.3,1.5,49.0,0.09,1.0,1.25,3.4
2026-08-09 09:00:00,9,8,2026,9,4.5,3.7,150.0,2.0,1.6,53.0,0.09,0.0,2.1,6.6
2026-08-09 10:00:00,9,8,2026,10,3.5,3.0,142.0,1.7,1.6,56.0,0.1,0.0,3.7,9.8
2026-08-09 11:00:00,9,8,2026,11,2.9,2.5,133.0,1.5,1.5,58.0,0.1,0.0,5.65,12.05
2026-08-09 12:00:00,9,8,2026,12,2.4,2.1,124.0,1.3,1.4,60.0,0.11,0.0,7.15,12.5
2026-08-09 13:00:00,9,8,2026,13,2.3,2.1,117.0,1.2,1.3,61.0,0.11,0.0,5.2,10.95
2026-08-09 14:00:00,9,8,2026,14,2.4,2.1,116.0,1.2,1.2,60.0,0.1,0.0,3.3,8.0
2026-08-09 15:00:00,9,8,2026,15,2.5,2.1,117.0,1.3,1.1,58.0,0.09,0.0,2.45,4.6
2026-08-09 16:00:00,9,8,2026,16,2.3,2.0,120.0,1.5,1.1,56.0,0.08,0.0,1.15,1.9
2026-08-09 17:00:00,9,8,2026,17,2.4,2.1,123.0,1.8,1.2,53.0,0.08,0.0,0.25,0.4
2026-08-09 18:00:00,9,8,2026,18,2.5,2.2,128.0,2.2,1.4,49.0,0.09,0.0,0.0,0.0
2026-08-09 19:00:00,9,8,2026,19,1.5,1.5,130.0,2.2,1.4,46.0,0.09,0.0,0.0,0.0
2026-08-09 20:00:00,9,8,2026,20,1.7,1.7,129.0,2.3,1.5,45.0,0.09,0.0,0.0,0.0
2026-08-09 21:00:00,9,8,2026,21,1.8,1.8,126.0,2.5,1.5,43.0,0.1,0.0,0.0,0.0
2026-08-09 22:00:00,9,8,2026,22,1.8,1.8,123.0,2.5,1.5,43.0,0.11,0.0,0.0,0.0
2026-08-09 23:00:00,9,8,2026,23,1.6,1.5,118.0,2.3,1.3,45.0,0.11,0.0,0.0,0.0
2026-08-10 00:00:00,10,8,2026,0,1.3,1.2,113.0,1.9,0.9,48.0,0.12,0.0,0.0,0.0
2026-08-10 01:00:00,10,8,2026,1,1.1,1.1,109.0,1.7,0.7,50.0,0.13,0.0,0.0,0.0
2026-08-10 02:00:00,10,8,2026,2,1.0,1.0,107.0,1.7,0.7,49.0,0.12,0.0,0.0,0.0
2026-08-10 03:00:00,10,8,2026,3,1.2,1.1,106.0,1.7,0.8,47.0,0.12,0.0,0.0,0.0
2026-08-10 04:00:00,10,8,2026,4,1.3,1.2,108.0,1.8,0.9,45.0,0.12,0.0,0.0,0.0
2026-08-10 05:00:00,10,8,2026,5,1.5,1.3,115.0,1.9,1.1,44.0,0.13,0.0,0.0,0.0
2026-08-10 06:00:00,10,8,2026,6,1.6,1.4,124.0,2.0,1.3,43.0,0.13,0.0,0.1,0.15
2026-08-10 07:00:00,10,8,2026,7,4.6,3.7,129.0,2.0,1.4,45.0,0.35,1.0,0.8,1.0
2026-08-10 08:00:00,10,8,2026,8,4.8,4.0,126.0,1.8,1.4,51.0,0.28,1.0,2.4,3.05
2026-08-10 09:00:00,10,8,2026,9,4.4,3.7,120.0,1.5,1.5,59.0,0.23,0.0,5.2,6.1
2026-08-10 10:00:00,10,8,2026,10,3.5,3.0,115.0,1.3,1.5,65.0,0.2,0.0,7.7,9.2
2026-08-10 11:00:00,10,8,2026,11,3.5,3.0,113.0,1.2,1.4,67.0,0.18,0.0,8.65,11.35
2026-08-10 12:00:00,10,8,2026,12,3.4,3.0,113.0,1.1,1.3,68.0,0.16,1.0,8.3,11.75
2026-08-10 13:00:00,10,8,2026,13,3.3,2.9,114.0,1.2,1.3,67.0,0.15,1.0,5.75,10.3
2026-08-10 14:00:00,10,8,2026,14,3.8,3.3,118.0,1.6,1.3,66.0,0.14,1.0,3.45,7.5
2026-08-10 15:00:00,10,8,2026,15,4.4,3.9,124.0,2.1,1.4,64.0,0.13,1.0,2.2,4.3
